state,district,market,commodity,variety,min_price,modal_price
Uttar Pradesh,Baghpat,Baraut,Sponge gourd,Sponge gourd,800,850.0
Uttar Pradesh,Baghpat,Baraut,Tomato,Deshi,900,950.0
Uttar Pradesh,Baghpat,Baraut,Wheat,Dara,1840,1850.0
Uttar Pradesh,Other,Other,Banana,Banana - Ripe,550,575.0
Uttar Pradesh,Other,Other,Brinjal,Brinjal,400,420.0
Uttar Pradesh,Other,Other,Pointed gourd (Parval),Pointed gourd (Parval),950,1000.0
Uttar Pradesh,Other,Other,Pumpkin,Pumpkin,350,375.0
Uttar Pradesh,Other,Other,Tinda,Tinda,450,475.0
Uttar Pradesh,Other,Other,Wheat,Dara,1730,1750.0
Uttar Pradesh,Other,Other,Wheat,Dara,1800,1810.0
Uttar Pradesh,Ballia,Ballia,Apple,Apple,8300,8360.0
Uttar Pradesh,Ballia,Ballia,Banana,Medium,2890,2960.0
Uttar Pradesh,Ballia,Ballia,Barley (Jau),Dara,1690,1755.0
Uttar Pradesh,Ballia,Ballia,Bhindi(Ladies Finger),Bhindi,1520,1580.0
Uttar Pradesh,Ballia,Ballia,Bitter gourd,Bitter Gourd,1900,1960.0
Uttar Pradesh,Ballia,Ballia,Bottle gourd,Bottle Gourd,1190,1260.0
Uttar Pradesh,Ballia,Ballia,Brinjal,Brinjal,1520,1590.0
Uttar Pradesh,Ballia,Ballia,Cucumbar(Kheera),Cucumbar,1510,1580.0
Uttar Pradesh,Ballia,Ballia,Garlic,Garlic,5410,5480.0
Uttar Pradesh,Ballia,Ballia,Ginger(Green),Green Ginger,8180,8250.0
Uttar Pradesh,Ballia,Ballia,Green Chilli,Green Chilly,3690,3750.0
Uttar Pradesh,Ballia,Ballia,Gur(Jaggery),Red,3520,3590.0
Uttar Pradesh,Ballia,Ballia,Lemon,Lemon,3230,3290.0
Uttar Pradesh,Ballia,Ballia,Lentil (Masur)(Whole),Masoor Gola,4490,4560.0
Uttar Pradesh,Ballia,Ballia,Maize,Yellow,1705,1765.0
Uttar Pradesh,Ballia,Ballia,Mousambi(Sweet Lime),Mousambi,3820,3880.0
Uttar Pradesh,Ballia,Ballia,Mustard,Sarson(Black),4205,4265.0
Uttar Pradesh,Ballia,Ballia,Onion,Red,1330,1390.0
Uttar Pradesh,Ballia,Ballia,Potato,Potato,920,985.0
Uttar Pradesh,Ballia,Ballia,Pumpkin,Pumpkin,1080,1140.0
Uttar Pradesh,Ballia,Ballia,Rice,III,2350,2410.0
Uttar Pradesh,Ballia,Ballia,Ridgeguard(Tori),Ridgeguard(Tori),920,980.0
Uttar Pradesh,Ballia,Ballia,Tomato,Deshi,2450,2510.0
Uttar Pradesh,Ballia,Ballia,Wheat,Dara,1800,1860.0
Uttar Pradesh,Ballia,Ballia,White Peas,White Peas,4870,4930.0
Uttar Pradesh,Ballia,Other,Banana,Medium,1700,1750.0
Uttar Pradesh,Ballia,Other,Potato,Desi,700,750.0
Uttar Pradesh,Ballia,Other,Rice,III,2100,2150.0
Uttar Pradesh,Ballia,Other,Wheat,Dara,1840,1840.0
Uttar Pradesh,Balrampur,Balrampur,Apple,Delicious,10000,10400.0
Uttar Pradesh,Balrampur,Balrampur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6000,6200.0
Uttar Pradesh,Balrampur,Balrampur,Banana - Green,Banana - Green,1450,1600.0
Uttar Pradesh,Balrampur,Balrampur,Bengal Gram(Gram)(Whole),Desi (Whole),5000,5200.0
Uttar Pradesh,Balrampur,Balrampur,Bottle gourd,Bottle Gourd,800,900.0
Uttar Pradesh,Balrampur,Balrampur,Brinjal,Round/Long,1500,1700.0
Uttar Pradesh,Balrampur,Balrampur,Garlic,Garlic,7000,7500.0
Uttar Pradesh,Balrampur,Balrampur,Green Chilli,Green Chilly,3400,3600.0
Uttar Pradesh,Balrampur,Balrampur,Gur(Jaggery),Red,3350,3450.0
Uttar Pradesh,Balrampur,Balrampur,Maize,Yellow,1700,1725.0
Uttar Pradesh,Balrampur,Balrampur,Onion,Red,1600,1650.0
Uttar Pradesh,Balrampur,Balrampur,Paddy(Dhan)(Common),Paddy,1700,1720.0
Uttar Pradesh,Balrampur,Balrampur,Potato,Potato,800,880.0
Uttar Pradesh,Balrampur,Balrampur,Rice,III,2200,2250.0
Uttar Pradesh,Balrampur,Balrampur,Tomato,Deshi,3400,3600.0
Uttar Pradesh,Balrampur,Balrampur,Wheat,Dara,1750,1800.0
Uttar Pradesh,Balrampur,Balrampur,White Peas,White Peas,4400,4500.0
Uttar Pradesh,Balrampur,Other,Wheat,Dara,1780,1810.0
Uttar Pradesh,Banda,Other,Apple,Kasmir/Shimla - II,8200,8275.0
Uttar Pradesh,Banda,Other,Banana,Banana - Ripe,1940,2035.0
Uttar Pradesh,Banda,Other,Bengal Gram(Gram)(Whole),Desi (Whole),4025,4075.0
Uttar Pradesh,Banda,Other,Bottle gourd,Bottle Gourd,1150,1200.0
Uttar Pradesh,Banda,Other,Brinjal,Round/Long,1350,1400.0
Uttar Pradesh,Banda,Other,Gur(Jaggery),Red,3150,3200.0
Uttar Pradesh,Banda,Other,Lentil (Masur)(Whole),Masoor Gola,3950,4000.0
Uttar Pradesh,Banda,Other,Linseed,Linseed,4775,4825.0
Uttar Pradesh,Banda,Other,Mustard,Sarson(Black),3420,3470.0
Uttar Pradesh,Banda,Other,Onion,Red,1150,1200.0
Uttar Pradesh,Banda,Other,Pomegranate,Pomogranate,4760,4850.0
Uttar Pradesh,Banda,Other,Potato,Potato,950,1000.0
Uttar Pradesh,Banda,Other,Rice,III,2320,2365.0
Uttar Pradesh,Banda,Other,Tomato,Tomato,1750,1800.0
Uttar Pradesh,Banda,Other,Wheat,Dara,1775,1825.0
Uttar Pradesh,Banda,Banda,Apple,Kasmir/Shimla - II,8175,8250.0
Uttar Pradesh,Banda,Banda,Arhar Dal(Tur Dal),Arhar Dal(Tur),7275,7350.0
Uttar Pradesh,Banda,Banda,Banana,Banana - Ripe,1950,2015.0
Uttar Pradesh,Banda,Banda,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5950,6030.0
Uttar Pradesh,Banda,Banda,Bengal Gram(Gram)(Whole),Desi (Whole),4000,4050.0
Uttar Pradesh,Banda,Banda,Bhindi(Ladies Finger),Bhindi,1240,1300.0
Uttar Pradesh,Banda,Banda,Bottle gourd,Bottle Gourd,1190,1235.0
Uttar Pradesh,Banda,Banda,Brinjal,Round/Long,1400,1440.0
Uttar Pradesh,Banda,Banda,Cabbage,Cabbage,1230,1285.0
Uttar Pradesh,Banda,Banda,Cucumbar(Kheera),Cucumbar,1435,1490.0
Uttar Pradesh,Banda,Banda,Green Chilli,Green Chilly,3510,3575.0
Uttar Pradesh,Banda,Banda,Lemon,Lemon,3150,3200.0
Uttar Pradesh,Banda,Banda,Lentil (Masur)(Whole),Masoor Gola,3950,4000.0
Uttar Pradesh,Banda,Banda,Linseed,Linseed,4870,4900.0
Uttar Pradesh,Banda,Banda,Mango,Dusheri,3215,3275.0
Uttar Pradesh,Banda,Banda,Masur Dal,Masur Dal,4930,5010.0
Uttar Pradesh,Banda,Banda,Mousambi(Sweet Lime),Mousambi,3025,3070.0
Uttar Pradesh,Banda,Banda,Mustard,Lohi Black,3450,3500.0
Uttar Pradesh,Banda,Banda,Mustard Oil,Mustard Oil,8810,8885.0
Uttar Pradesh,Banda,Banda,Onion,Red,1180,1230.0
Uttar Pradesh,Banda,Banda,Peas(Dry),Peas(Dry),4600,4660.0
Uttar Pradesh,Banda,Banda,Pomegranate,Pomogranate,4750,4800.0
Uttar Pradesh,Banda,Banda,Potato,Potato,840,910.0
Uttar Pradesh,Banda,Banda,Pumpkin,Pumpkin,1150,1215.0
Uttar Pradesh,Banda,Banda,Tomato,Deshi,2250,2310.0
Uttar Pradesh,Banda,Banda,Wheat,Dara,1800,1850.0
Uttar Pradesh,Barabanki,Barabanki,Apple,Delicious,8300,8400.0
Uttar Pradesh,Barabanki,Barabanki,Banana,Banana - Ripe,2400,2450.0
Uttar Pradesh,Barabanki,Barabanki,Banana - Green,Banana - Green,1400,1500.0
Uttar Pradesh,Barabanki,Barabanki,Bhindi(Ladies Finger),Bhindi,1600,1650.0
Uttar Pradesh,Barabanki,Barabanki,Bitter gourd,Bitter Gourd,2100,2200.0
Uttar Pradesh,Barabanki,Barabanki,Bottle gourd,Bottle Gourd,1300,1350.0
Uttar Pradesh,Barabanki,Barabanki,Brinjal,Round/Long,1700,1800.0
Uttar Pradesh,Barabanki,Barabanki,Garlic,Garlic,6100,6200.0
Uttar Pradesh,Barabanki,Barabanki,Ginger(Green),Green Ginger,8400,8450.0
Uttar Pradesh,Barabanki,Barabanki,Green Chilli,Green Chilly,4050,4100.0
Uttar Pradesh,Barabanki,Barabanki,Gur(Jaggery),Yellow,3300,3350.0
Uttar Pradesh,Barabanki,Barabanki,Lemon,Lemon,5300,5400.0
Uttar Pradesh,Barabanki,Barabanki,Mousambi(Sweet Lime),Mousambi,3400,3500.0
Uttar Pradesh,Barabanki,Barabanki,Onion,Red,1520,1600.0
Uttar Pradesh,Barabanki,Barabanki,Pointed gourd (Parval),Pointed gourd (Parval),2800,2850.0
Uttar Pradesh,Barabanki,Barabanki,Pomegranate,Pomogranate,5300,5380.0
Uttar Pradesh,Barabanki,Barabanki,Potato,Desi,900,980.0
Uttar Pradesh,Barabanki,Barabanki,Pumpkin,Pumpkin,1400,1450.0
Uttar Pradesh,Barabanki,Barabanki,Ridgeguard(Tori),Ridgeguard(Tori),1300,1400.0
Uttar Pradesh,Barabanki,Barabanki,Tomato,Hybrid,2900,2950.0
Uttar Pradesh,Bareilly,Other,Onion,Onion,880,930.0
Uttar Pradesh,Bareilly,Other,Potato,Potato,770,815.0
Uttar Pradesh,Bareilly,Bareilly,Apple,Delicious,7150,7225.0
Uttar Pradesh,Bareilly,Bareilly,Arhar Dal(Tur Dal),Arhar Dal(Tur),7150,7200.0
Uttar Pradesh,Bareilly,Bareilly,Banana,Banana - Ripe,2600,2650.0
Uttar Pradesh,Bareilly,Bareilly,Banana - Green,Banana - Green,1250,1325.0
Uttar Pradesh,Bareilly,Bareilly,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5700,5750.0
Uttar Pradesh,Bareilly,Bareilly,Bengal Gram(Gram)(Whole),Desi (Whole),4850,4910.0
Uttar Pradesh,Bareilly,Bareilly,Bhindi(Ladies Finger),Bhindi,1450,1500.0
Uttar Pradesh,Bareilly,Bareilly,Bitter gourd,Bitter Gourd,1250,1325.0
Uttar Pradesh,Bareilly,Bareilly,Black Gram (Urd Beans)(Whole),Black Gram (Whole),5525,5575.0
Uttar Pradesh,Bareilly,Bareilly,Black Gram Dal (Urd Dal),Black Gram Dal,6575,6620.0
Uttar Pradesh,Bareilly,Bareilly,Bottle gourd,Bottle Gourd,1300,1350.0
Uttar Pradesh,Bareilly,Bareilly,Brinjal,Round/Long,925,975.0
Uttar Pradesh,Bareilly,Bareilly,Cabbage,Cabbage,1400,1450.0
Uttar Pradesh,Bareilly,Bareilly,Capsicum,Capsicum,2425,2500.0
Uttar Pradesh,Bareilly,Bareilly,Cauliflower,Cauliflower,1950,2000.0
Uttar Pradesh,Bareilly,Bareilly,Cucumbar(Kheera),Cucumbar,1600,1650.0
Uttar Pradesh,Bareilly,Bareilly,Garlic,Garlic,4250,4300.0
Uttar Pradesh,Bareilly,Bareilly,Ginger(Green),Green Ginger,6200,6250.0
Uttar Pradesh,Bareilly,Bareilly,Green Chilli,Green Chilly,2425,2500.0
Uttar Pradesh,Bareilly,Bareilly,Green Gram Dal (Moong Dal),Green Gram Dal,7125,7200.0
Uttar Pradesh,Bareilly,Bareilly,Gur(Jaggery),Red,2925,2975.0
Uttar Pradesh,Bareilly,Bareilly,Jack Fruit,Jack Fruit,1800,1850.0
Uttar Pradesh,Bareilly,Bareilly,Lemon,Lemon,4925,5000.0
Uttar Pradesh,Bareilly,Bareilly,Lentil (Masur)(Whole),Masoor Gola,4600,4650.0
Uttar Pradesh,Bareilly,Bareilly,Mango,Dusheri,2625,2700.0
Uttar Pradesh,Bareilly,Bareilly,Masur Dal,Masur Dal,5750,5800.0
Uttar Pradesh,Bareilly,Bareilly,Mousambi(Sweet Lime),Mousambi,3125,3200.0
Uttar Pradesh,Bareilly,Bareilly,Mustard,Sarson(Black),4175,4210.0
Uttar Pradesh,Bareilly,Bareilly,Onion,Red,1250,1325.0
Uttar Pradesh,Bareilly,Bareilly,Papaya,Papaya,2050,2100.0
Uttar Pradesh,Bareilly,Bareilly,Pomegranate,Pomogranate,4425,4500.0
Uttar Pradesh,Bareilly,Bareilly,Potato,Desi,900,925.0
Uttar Pradesh,Bareilly,Bareilly,Pumpkin,Pumpkin,950,1000.0
Uttar Pradesh,Bareilly,Bareilly,Raddish,Raddish,685,725.0
Uttar Pradesh,Bareilly,Bareilly,Rice,Common,2450,2490.0
Uttar Pradesh,Bareilly,Bareilly,Tomato,Deshi,2400,2450.0
Uttar Pradesh,Bareilly,Bareilly,Wheat,Dara,1845,1865.0
Uttar Pradesh,Bareilly,Bareilly,White Peas,White Peas,4525,4600.0
Uttar Pradesh,Bareilly,Other,Paddy(Dhan)(Common),Common,1750,1760.0
Uttar Pradesh,Basti,Basti,Apple,Delicious,8160,8220.0
Uttar Pradesh,Basti,Basti,Banana - Green,Banana - Green,1430,1490.0
Uttar Pradesh,Basti,Basti,Bengal Gram(Gram)(Whole),Desi (Whole),5020,5070.0
Uttar Pradesh,Basti,Basti,Bhindi(Ladies Finger),Bhindi,1670,1730.0
Uttar Pradesh,Basti,Basti,Bitter gourd,Bitter Gourd,1250,1300.0
Uttar Pradesh,Basti,Basti,Bottle gourd,Bottle Gourd,1760,1820.0
Uttar Pradesh,Basti,Basti,Brinjal,Brinjal,1650,1700.0
Uttar Pradesh,Basti,Basti,Garlic,Garlic,5020,5080.0
Uttar Pradesh,Basti,Basti,Ginger(Green),Green Ginger,7530,7580.0
Uttar Pradesh,Basti,Basti,Green Chilli,Green Chilly,3550,3600.0
Uttar Pradesh,Basti,Basti,Gur(Jaggery),Red,3150,3180.0
Uttar Pradesh,Basti,Basti,Mousambi(Sweet Lime),Mousambi,3200,3260.0
Uttar Pradesh,Basti,Basti,Mustard,Lohi Black,4200,4230.0
Uttar Pradesh,Basti,Basti,Onion,Red,1480,1525.0
Uttar Pradesh,Basti,Basti,Paddy(Dhan)(Common),Paddy Coarse,1610,1660.0
Uttar Pradesh,Basti,Basti,Peas(Dry),Peas(Dry),4710,4750.0
Uttar Pradesh,Basti,Basti,Pointed gourd (Parval),Pointed gourd (Parval),2420,2480.0
Uttar Pradesh,Basti,Basti,Pomegranate,Pomogranate,5960,6020.0
Uttar Pradesh,Basti,Basti,Potato,Potato,950,980.0
Uttar Pradesh,Basti,Basti,Rice,III,2400,2425.0
Uttar Pradesh,Basti,Basti,Tomato,Tomato,2000,2050.0
Uttar Pradesh,Basti,Basti,Wheat,Dara,1810,1840.0
Uttar Pradesh,Other,Other,Potato,Potato,700,700.0
Uttar Pradesh,Other,Other,Wheat,Dara,1840,1840.0
Uttar Pradesh,Bijnor,Other,Bottle gourd,Bottle Gourd,400,425.0
Uttar Pradesh,Bijnor,Other,Brinjal,Brinjal,400,450.0
Uttar Pradesh,Bijnor,Other,Colacasia,Colacasia,600,625.0
Uttar Pradesh,Bijnor,Other,Onion,Red,700,750.0
Uttar Pradesh,Bijnor,Other,Papaya,Papaya,700,750.0
Uttar Pradesh,Bijnor,Other,Potato,Desi,500,550.0
Uttar Pradesh,Bijnor,Other,Pumpkin,Pumpkin,400,450.0
Uttar Pradesh,Bijnor,Other,Ridgeguard(Tori),Ridgeguard(Tori),400,450.0
Uttar Pradesh,Bijnor,Other,Tomato,Hybrid,600,650.0
Uttar Pradesh,Bijnor,Other,Banana - Green,Banana - Green,850,900.0
Uttar Pradesh,Bijnor,Other,Bottle gourd,Bottle Gourd,600,700.0
Uttar Pradesh,Bijnor,Other,Brinjal,Brinjal,600,650.0
Uttar Pradesh,Bijnor,Other,Green Chilli,Green Chilly,1900,2000.0
Uttar Pradesh,Bijnor,Other,Mango,Dusheri,1300,1400.0
Uttar Pradesh,Bijnor,Other,Onion,Red,1200,1300.0
Uttar Pradesh,Bijnor,Other,Potato,Desi,850,900.0
Uttar Pradesh,Bijnor,Other,Bottle gourd,Bottle Gourd,600,630.0
Uttar Pradesh,Bijnor,Other,Brinjal,Brinjal,650,675.0
Uttar Pradesh,Bijnor,Other,Cucumbar(Kheera),Cucumbar,800,830.0
Uttar Pradesh,Bijnor,Other,Garlic,Garlic,2600,2650.0
Uttar Pradesh,Bijnor,Other,Green Chilli,Green Chilly,1500,1525.0
Uttar Pradesh,Bijnor,Other,Lemon,Lemon,2400,2450.0
Uttar Pradesh,Bijnor,Other,Onion,Red,780,800.0
Uttar Pradesh,Bijnor,Other,Potato,Desi,720,750.0
Uttar Pradesh,Bijnor,Other,Tomato,Tomato,900,930.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Apple,Delicious,8000,8600.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Arhar Dal(Tur Dal),Arhar Dal(Tur),7600,7950.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Banana - Green,Banana - Green,1500,1720.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Bengal Gram(Gram)(Whole),Desi (Whole),4600,5120.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Bhindi(Ladies Finger),Bhindi,800,1000.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Black Gram Dal (Urd Dal),Black Gram Dal,6250,6300.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Brinjal,Round/Long,1200,1400.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Cauliflower,Cauliflower,1500,1840.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Colacasia,Colacasia,1800,1830.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Green Chilli,Green Chilly,2000,2360.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Green Gram Dal (Moong Dal),Green Gram Dal,7050,7330.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Maize,Yellow,1900,1990.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Mango,Dusheri,2000,2200.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Masur Dal,Kala Masoor New,6200,6600.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Mustard,Lohi Black,3600,3730.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Onion,Red,1200,1650.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Papaya,Papaya,2000,2220.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Potato,Potato,750,850.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Raddish,Raddish,600,850.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Rice,III,2650,2690.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Sponge gourd,Sponge gourd,900,1100.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Tomato,Tomato,2150,2300.0
Uttar Pradesh,Bulandshahar,Buland Shahr,Wheat,Dara,1900,1945.0
Uttar Pradesh,Bulandshahar,Other,Bajra(Pearl Millet/Cumbu),Hybrid,1580,1590.0
Uttar Pradesh,Bulandshahar,Other,Banana,Banana - Ripe,1180,1190.0
Uttar Pradesh,Bulandshahar,Other,Bhindi(Ladies Finger),Bhindi,580,590.0
Uttar Pradesh,Bulandshahar,Other,Bottle gourd,Bottle Gourd,650,660.0
Uttar Pradesh,Bulandshahar,Other,Brinjal,Brinjal,580,590.0
Uttar Pradesh,Bulandshahar,Other,Cauliflower,Cauliflower,580,590.0
Uttar Pradesh,Bulandshahar,Other,Maize,Hybrid,1480,1490.0
Uttar Pradesh,Bulandshahar,Other,Onion,Red,1180,1190.0
Uttar Pradesh,Bulandshahar,Other,Pumpkin,Pumpkin,580,590.0
Uttar Pradesh,Bulandshahar,Other,Tomato,Deshi,650,660.0
Uttar Pradesh,Bulandshahar,Other,Wheat,Dara,1840,1845.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Apple,Delicious,8400,8500.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),8100,8200.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Banana - Green,Banana - Green,1500,1550.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5525,5550.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Bengal Gram(Gram)(Whole),Desi (Whole),5000,5025.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Bhindi(Ladies Finger),Bhindi,1050,1075.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Black Gram Dal (Urd Dal),Black Gram Dal,6450,6475.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Bottle gourd,Bottle Gourd,950,1000.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Brinjal,Round/Long,1350,1400.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Colacasia,Colacasia,2000,2050.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Green Gram Dal (Moong Dal),Green Gram Dal,7300,7350.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Maize,Yellow,1950,1980.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Masur Dal,Masur Dal,6650,6700.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Mustard,Sarson(Black),3400,3600.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Onion,Red,1550,1575.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Papaya,Papaya,3000,3050.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Potato,Desi,750,800.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Pumpkin,Pumpkin,550,575.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Raddish,Raddish,650,675.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Rice,III,2625,2650.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Ridgeguard(Tori),Ridgeguard(Tori),1200,1250.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Tomato,Deshi,2300,2400.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,Dara,1945,1950.0
Uttar Pradesh,Bulandshahar,Khurja,Apple,Delicious,8400,8550.0
Uttar Pradesh,Bulandshahar,Khurja,Arhar Dal(Tur Dal),Arhar Dal(Tur),7800,7950.0
Uttar Pradesh,Bulandshahar,Khurja,Banana - Green,Banana - Green,1650,1700.0
Uttar Pradesh,Bulandshahar,Khurja,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5400,5500.0
Uttar Pradesh,Bulandshahar,Khurja,Bengal Gram(Gram)(Whole),Desi (Whole),5050,5100.0
Uttar Pradesh,Bulandshahar,Khurja,Bhindi(Ladies Finger),Bhindi,1050,1100.0
Uttar Pradesh,Bulandshahar,Khurja,Black Gram Dal (Urd Dal),Black Gram Dal,6400,6440.0
Uttar Pradesh,Bulandshahar,Khurja,Bottle gourd,Bottle Gourd,875,965.0
Uttar Pradesh,Bulandshahar,Khurja,Brinjal,Round/Long,1250,1400.0
Uttar Pradesh,Bulandshahar,Khurja,Cabbage,Cabbage,970,1075.0
Uttar Pradesh,Bulandshahar,Khurja,Cauliflower,Cauliflower,1765,1800.0
Uttar Pradesh,Bulandshahar,Khurja,Cucumbar(Kheera),Cucumbar,1300,1350.0
Uttar Pradesh,Bulandshahar,Khurja,Green Chilli,Green Chilly,2350,2475.0
Uttar Pradesh,Bulandshahar,Khurja,Green Gram Dal (Moong Dal),Green Gram Dal,7200,7325.0
Uttar Pradesh,Bulandshahar,Khurja,Gur(Jaggery),Red,3000,3025.0
Uttar Pradesh,Bulandshahar,Khurja,Maize,Yellow,1875,1930.0
Uttar Pradesh,Bulandshahar,Khurja,Mango,Dusheri,2000,2150.0
Uttar Pradesh,Bulandshahar,Khurja,Masur Dal,Masur Dal,6550,6600.0
Uttar Pradesh,Bulandshahar,Khurja,Mustard,Sarson(Black),3575,3670.0
Uttar Pradesh,Bulandshahar,Khurja,Onion,Red,1545,1600.0
Uttar Pradesh,Bulandshahar,Khurja,Papaya,Papaya,2200,2300.0
Uttar Pradesh,Bulandshahar,Khurja,Potato,Desi,725,800.0
Uttar Pradesh,Bulandshahar,Khurja,Pumpkin,Pumpkin,625,700.0
Uttar Pradesh,Bulandshahar,Khurja,Raddish,Raddish,750,800.0
Uttar Pradesh,Bulandshahar,Khurja,Rice,III,2650,2700.0
Uttar Pradesh,Bulandshahar,Khurja,Spinach,Spinach,800,845.0
Uttar Pradesh,Bulandshahar,Khurja,Sponge gourd,Sponge gourd,950,1000.0
Uttar Pradesh,Bulandshahar,Khurja,Tomato,Hybrid,2150,2400.0
Uttar Pradesh,Bulandshahar,Khurja,Wheat,Dara,1840,1910.0
Uttar Pradesh,Bulandshahar,Other,Bitter gourd,Bitter Gourd,700,800.0
Uttar Pradesh,Bulandshahar,Other,Bottle gourd,Bottle Gourd,300,310.0
Uttar Pradesh,Bulandshahar,Other,Brinjal,Round/Long,400,500.0
Uttar Pradesh,Bulandshahar,Other,Cauliflower,Cauliflower,400,450.0
Uttar Pradesh,Bulandshahar,Other,Cucumbar(Kheera),Cucumbar,300,310.0
Uttar Pradesh,Bulandshahar,Other,Ginger(Green),Green Ginger,3000,3100.0
Uttar Pradesh,Bulandshahar,Other,Green Chilli,Green Chilly,800,900.0
Uttar Pradesh,Bulandshahar,Other,Mango,Badami,1500,1600.0
Uttar Pradesh,Bulandshahar,Other,Onion,Red,600,700.0
Uttar Pradesh,Bulandshahar,Other,Potato,Potato,300,350.0
Uttar Pradesh,Bulandshahar,Other,Pumpkin,Pumpkin,300,310.0
Uttar Pradesh,Bulandshahar,Other,Raddish,Raddish,200,250.0
Uttar Pradesh,Bulandshahar,Other,Tomato,Deshi,500,600.0
Uttar Pradesh,Chitrakut,Karvi,Apple,Kasmir/Shimla - II,8215,8300.0
Uttar Pradesh,Chitrakut,Karvi,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),5035,5100.0
Uttar Pradesh,Chitrakut,Karvi,Banana,Banana - Ripe,2015,2060.0
Uttar Pradesh,Chitrakut,Karvi,Barley (Jau),Dara,1635,1650.0
Uttar Pradesh,Chitrakut,Karvi,Bengal Gram(Gram)(Whole),Desi (Whole),4080,4110.0
Uttar Pradesh,Chitrakut,Karvi,Bottle gourd,Bottle Gourd,1100,1150.0
Uttar Pradesh,Chitrakut,Karvi,Brinjal,Round/Long,1325,1365.0
Uttar Pradesh,Chitrakut,Karvi,Cabbage,Cabbage,1245,1290.0
Uttar Pradesh,Chitrakut,Karvi,Cauliflower,Cauliflower,1550,1615.0
Uttar Pradesh,Chitrakut,Karvi,Garlic,Garlic,4050,4130.0
Uttar Pradesh,Chitrakut,Karvi,Ginger(Green),Green Ginger,4765,4850.0
Uttar Pradesh,Chitrakut,Karvi,Green Chilli,Green Chilly,3385,3425.0
Uttar Pradesh,Chitrakut,Karvi,Gur(Jaggery),Red,3200,3215.0
Uttar Pradesh,Chitrakut,Karvi,Lemon,Lemon,3000,3045.0
Uttar Pradesh,Chitrakut,Karvi,Lentil (Masur)(Whole),Masoor Gola,3960,3985.0
Uttar Pradesh,Chitrakut,Karvi,Linseed,Linseed,4745,4790.0
Uttar Pradesh,Chitrakut,Karvi,Mousambi(Sweet Lime),Mousambi,3030,3075.0
Uttar Pradesh,Chitrakut,Karvi,Mustard,Lohi Black,3400,3435.0
Uttar Pradesh,Chitrakut,Karvi,Onion,Red,1160,1215.0
Uttar Pradesh,Chitrakut,Karvi,Pomegranate,Pomogranate,4735,4825.0
Uttar Pradesh,Chitrakut,Karvi,Potato,Potato,910,980.0
